number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
4,2,2150,5000,2,0,0,3,8,2150,0,2001,0,122006,52.9262,-114.504,2030,6380,1,70,580000
2,1,930,6380,1,0,0,4,7,930,0,1940,0,122006,52.9215,-114.511,1180,6380,2,52,395000
3,2,1250,1306,3,0,0,3,7,1250,0,2001,0,122026,52.9005,-114.58,1320,1250,3,67,418000
3,3,2430,10500,1,0,0,4,8,2150,280,1983,0,122040,52.4879,-114.502,1670,9800,2,77,272000
3,2,2040,22693,1,0,0,4,8,2040,0,1980,0,122035,52.5819,-114.33,1950,6280,3,76,355000
3,2,1510,10215,1,0,0,4,7,1510,0,1995,0,122068,52.4378,-114.193,1370,8902,1,60,270000
4,2,2040,10726,1,0,0,3,7,1380,660,1954,0,122050,53.002,-114.548,1610,10020,2,61,385000
5,2,3290,11900,2,0,0,3,8,3290,0,1973,0,122005,52.8926,-114.331,2210,8549,2,70,602000
3,2,1480,7475,2,0,0,3,8,1480,0,1943,0,122006,52.9032,-114.462,2120,7216,1,55,656000
3,2,1700,10000,2,0,0,3,8,1700,0,1992,0,122017,52.9961,-114.395,1460,9621,1,72,454000
3,2,1790,8203,2,0,1,3,7,1790,0,1910,0,122009,52.8068,-114.593,1960,6047,2,62,544000
4,4,4690,6900,2,0,0,3,11,3480,1210,2001,0,122048,52.8465,-114.406,2800,11240,1,63,1950000
5,1,2170,65340,2,0,0,4,7,1670,500,1930,0,122017,52.9855,-114.394,3170,12884,2,70,435000
5,3,2620,8861,1,0,0,5,8,1350,1270,1979,0,122053,52.7526,-114.373,1940,10800,2,78,519000
5,2,2260,10087,1,0,0,3,8,1520,740,1967,0,122029,52.8282,-114.318,2500,9440,1,63,632000
2,1,960,21850,1,0,0,3,6,960,0,1947,0,122066,52.6422,-114.457,1020,21850,3,76,242000
3,3,2750,18029,1,0,2,5,9,1810,940,1978,0,122027,52.7917,-114.324,2850,10021,2,51,950000
4,1,1440,8250,1,0,0,3,7,1440,0,1959,0,122070,52.6625,-114.481,1440,8466,3,53,220000
4,2,1430,8775,1,0,0,3,7,1030,400,1979,0,122018,52.5334,-114.573,1390,7800,3,56,215000
2,2,1679,577605,2,0,0,3,9,1679,0,2001,0,122069,52.693,-114.665,1850,358934,1,50,700000
3,4,1450,1263,2,0,0,3,8,1160,290,2007,0,122032,52.8808,-114.573,1390,1282,2,69,395000
4,1,2180,10617,2,0,0,3,7,2180,0,1950,0,122014,52.9822,-114.497,1360,9519,2,50,359000
3,1,1550,6840,2,0,0,3,7,1550,0,1918,0,122028,52.8872,-114.525,2370,4560,2,79,525000
3,2,1640,4860,1,0,0,3,8,1200,440,1965,0,122022,52.9425,-114.51,1480,7200,1,50,369950
4,2,1570,7320,1,0,0,4,7,1570,0,1960,0,122030,52.8267,-114.33,1530,8800,3,54,450000
3,1,1160,4360,1,0,0,4,8,1160,0,1929,0,122004,52.9018,-114.481,1810,4360,2,54,501000
3,3,1560,2091,3,0,0,3,8,1560,0,2006,0,122028,52.8904,-114.542,1530,2091,3,67,598500
3,2,1700,6498,1,0,0,3,7,1700,0,1986,0,122024,52.6081,-114.234,1700,6654,3,80,290000
3,2,1700,3150,2,0,0,3,8,1700,0,2005,0,122011,52.7805,-114.188,1700,3600,2,63,534500
2,1,620,2475,1,0,0,5,6,620,0,1911,0,122026,52.8955,-114.561,1290,2475,1,76,402000
5,2,2820,14062,2,0,0,4,7,2380,440,1960,0,122033,52.9381,-114.405,1910,10392,1,78,669950
2,1,1050,4800,1,0,0,4,7,1050,0,1969,0,122052,52.7428,-114.578,1230,4800,1,63,325000
4,1,1450,6250,1,0,0,3,6,990,460,1964,0,122052,52.7431,-114.547,1440,4000,2,78,277000
4,2,1730,6500,1,0,0,3,7,1250,480,1945,0,122006,52.9282,-114.472,1910,8100,3,50,700000
3,3,4340,4947,2,0,3,3,11,3060,1280,1993,0,122026,52.9009,-114.596,1680,5250,1,70,2480000
3,1,1020,5410,1,0,0,4,7,880,140,1928,0,122006,52.9224,-114.5,1580,5376,3,76,505000
4,2,2060,13400,1,0,2,4,8,2060,0,1957,0,122031,52.6704,-114.53,1950,10370,1,73,350000
3,2,1370,1350,2,0,0,3,7,1010,360,2007,0,122016,52.7834,-114.572,1450,6000,2,61,368000
2,2,1650,7311,1,0,0,3,7,860,790,1978,0,122038,53.0072,-114.547,1660,7255,1,56,364000
3,2,1470,1204,3,0,0,3,8,1470,0,2006,0,122007,52.9298,-114.556,1460,1245,1,72,408000
2,1,880,5600,1,0,0,5,7,880,0,1955,0,122063,52.7371,-114.455,1240,7015,2,79,235000
4,2,3140,11049,2,0,0,3,10,3140,0,1988,0,122048,52.8117,-114.382,2750,11049,2,77,990000
5,2,2760,6000,2,0,0,3,8,2760,0,2006,0,122059,52.7589,-114.511,1360,6000,1,66,300000
3,1,1520,1210,1,0,0,3,7,1520,0,1956,0,122030,52.817,-114.324,1470,8712,2,68,522500
3,3,2080,3025,2,0,2,4,8,1220,860,1984,0,122044,52.8351,-114.479,2680,6518,3,77,969500
4,3,2850,4100,2,0,3,3,10,1820,1030,1908,2003,122044,52.8447,-114.475,2130,4200,2,68,1540000
3,1,1100,4128,1,0,0,4,7,720,380,1942,0,122064,52.7596,-114.569,1510,4538,2,79,339000
4,2,3216,5902,2,0,0,3,9,3216,0,2014,0,122065,52.5725,-114.369,2815,4916,1,79,498445
4,2,1900,5889,2,0,0,3,7,1900,0,1992,0,122024,52.579,-114.221,1870,6405,1,67,360000
4,2,1830,9610,1,0,0,3,7,1830,0,1963,0,122010,52.925,-114.366,1970,10754,1,61,488250
4,2,2280,7200,2,0,0,3,8,2280,0,1994,0,122065,52.6129,-114.397,2250,7200,1,64,322000
2,2,1060,1209,2,0,0,3,8,940,120,2006,0,122013,52.8669,-114.517,1300,1169,2,55,505000
3,2,1620,998,2,0,0,3,8,1540,80,2010,0,122012,52.7701,-114.217,1620,1299,3,59,415000
2,1,820,8370,1,0,0,4,7,820,0,1941,0,122050,52.9556,-114.551,1410,8370,3,63,324000
4,4,3480,7232,2,0,0,3,9,2580,900,1926,2010,122054,52.8159,-114.481,2380,5642,1,80,1510000
5,3,5180,19606,1,0,0,3,11,2610,2570,1993,0,122027,52.785,-114.304,4050,15296,3,75,1200000
4,4,4240,13162,2,0,0,3,10,4240,0,2004,0,122071,52.8493,-114.419,3010,12163,2,77,2190000
4,2,1920,6000,1,0,0,4,7,960,960,1954,0,122022,52.9437,-114.505,1850,7200,2,79,455000
5,2,2340,7200,1,0,0,3,7,1300,1040,1975,0,122033,52.9506,-114.401,1930,7221,3,76,475000
3,2,1960,7414,1,0,0,3,7,1490,470,1984,0,122018,52.5277,-114.564,1580,8038,1,76,250000
3,3,1430,4549,3,0,0,3,8,1430,0,2003,0,122028,52.9271,-114.53,1020,1112,2,57,335000
3,1,1490,5000,1,0,0,4,6,1490,0,1963,0,122018,52.536,-114.56,1200,8470,2,71,205950
6,3,1880,7200,1,0,0,4,7,1880,0,1966,0,122053,52.7329,-114.378,1540,13022,3,63,326000
4,3,2240,208652,2,0,0,4,7,1540,700,1940,0,122009,52.8085,-114.592,1830,5000,2,60,590000
4,2,1980,7200,2,0,3,3,8,1700,280,1910,0,122003,52.8618,-114.559,2490,4200,3,66,900000
3,2,1110,10500,1,0,0,5,7,1110,0,1978,0,122025,52.6756,-113.963,1230,10395,3,53,320000
3,2,2120,4500,2,0,0,3,7,2120,0,2000,0,122008,52.7622,-114.07,2530,4816,2,75,437500
3,2,2130,8225,1,0,0,4,8,2130,0,1987,0,122046,52.6696,-114.352,2580,8225,1,57,397500
3,2,1480,800,2,0,0,3,8,1000,480,2014,0,122016,52.7793,-114.577,1480,1143,3,58,469000
3,2,1360,3120,2,0,0,3,7,1360,0,1989,0,122006,52.9243,-114.497,1360,3120,3,52,396900
3,2,1470,1656,2,0,0,3,8,1310,160,2003,0,122064,52.7953,-114.559,1470,2288,2,66,380000
3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,122012,52.6882,-114.213,2110,36590,2,72,420000
4,2,1390,10660,1,0,0,4,7,1030,360,1960,0,122043,52.6428,-114.513,1800,11960,2,55,272000
3,2,1720,7200,1,0,0,3,7,1420,300,1959,0,122022,52.9362,-114.494,1380,8000,2,79,622200
3,2,1290,7205,2,0,0,3,7,1290,0,1971,0,122033,52.9629,-114.427,1340,7214,2,53,365000
2,1,810,3880,1,0,0,3,7,810,0,1952,0,122026,52.8931,-114.555,900,4365,1,62,357950
4,2,2100,12620,1,0,0,4,7,2100,0,1972,0,122033,52.9539,-114.363,1720,7840,2,59,500000
3,2,2040,81021,1,0,0,3,8,2040,0,1980,0,122045,52.8836,-114.235,2260,39280,1,80,580000
3,2,2100,9066,1,0,0,3,8,1440,660,1962,0,122070,52.6594,-114.482,2000,9132,3,76,375000
3,2,1470,4488,2,0,0,5,7,1470,0,1980,0,122033,52.953,-114.352,1400,4441,1,69,399950
3,2,1900,46609,2,0,0,4,7,1440,460,1969,0,122021,52.9829,-114.306,2460,43560,2,77,600000
2,1,840,12750,1,0,0,3,6,840,0,1925,0,122042,52.714,-114.401,1480,6969,3,53,150000
4,4,2870,3225,2,0,3,3,9,2070,800,2006,0,122063,52.7309,-114.415,1770,6450,2,55,460000
4,4,2220,3797,2,0,0,4,6,1330,890,1917,0,122059,52.7874,-114.505,1490,4340,2,51,392000
3,2,1580,7000,2,0,0,3,8,1580,0,1992,0,122065,52.5959,-114.36,2110,7062,1,72,280000
3,2,1920,3867,2,0,0,3,8,1920,0,2005,0,122011,52.7838,-114.184,2190,3841,3,58,571000
4,3,2120,5520,2,0,0,3,8,1420,700,1985,0,122022,52.9385,-114.476,2020,8700,2,79,518500
4,2,2400,21196,1,0,0,5,8,1590,810,1956,0,122031,52.6582,-114.537,2200,19134,1,51,569000
3,2,2390,7149,1,0,0,3,8,1350,1040,1955,0,122022,52.9544,-114.516,1710,7402,1,69,396500
4,3,2390,4000,2,0,0,5,8,1460,930,1931,0,122028,52.9157,-114.521,1670,4000,2,77,845000
4,3,3060,35380,1,0,0,3,9,1810,1250,1982,0,122019,52.8498,-114.228,1980,10425,2,74,657000
3,2,1450,1445,2,0,0,3,7,980,470,2005,0,122044,52.8484,-114.491,1510,1370,1,58,482500
3,1,980,12812,1,0,0,3,7,980,0,1956,0,122056,52.7192,-114.496,1430,8986,2,78,218000
2,2,870,18537,1,0,0,4,6,870,0,1946,0,122039,52.505,-114.468,1300,22800,1,74,199950
2,1,750,5534,1,0,0,3,7,750,0,1947,0,122050,52.9317,-114.55,1050,5534,3,77,325000
3,2,2360,6699,2,0,0,3,7,2360,0,2003,0,122008,52.7617,-114.043,2360,4744,2,72,430000
4,2,1740,6369,1,0,0,5,6,870,870,1954,0,122038,52.9761,-114.522,1560,7200,1,68,339999
3,1,1250,6250,1,0,0,2,7,1030,220,1949,0,122059,52.7592,-114.513,1130,6250,3,63,155000
3,1,1090,3315,1,0,0,4,6,1090,0,1969,0,122023,52.5459,-114.373,960,3120,1,60,143000
3,2,1540,6100,1,0,0,3,6,770,770,1944,2014,122064,52.7996,-114.568,1710,5950,2,78,515000
2,1,850,2850,1,0,0,4,7,850,0,1927,0,122006,52.9175,-114.499,1450,4015,2,77,489000
3,2,1940,5660,2,0,0,3,8,1940,0,2001,0,122021,52.9811,-114.36,2110,4581,3,77,488000
3,2,1590,11745,1,0,0,3,7,1090,500,1978,0,122039,52.5853,-114.47,1540,12530,1,67,190000
3,2,2130,20423,1,0,0,3,9,2130,0,1953,0,122048,52.8639,-114.382,2370,20875,3,72,667500
3,2,1840,8234,2,0,0,3,8,1840,0,1994,0,122040,52.497,-114.502,1940,7601,3,63,297000
4,2,2160,5455,2,0,0,3,7,2160,0,2003,0,122053,52.7099,-114.373,2160,5257,3,58,340000
3,2,1480,383328,2,0,0,3,8,1480,0,1980,0,122055,52.9492,-114.122,1480,67082,1,74,560000
3,3,2610,16387,2,1,4,3,9,2610,0,2006,0,122022,52.9475,-114.468,2590,12958,1,78,2000000
3,2,1300,19163,1,0,0,3,7,1300,0,1964,0,122005,52.8986,-114.343,1590,9744,1,68,425000
3,1,1480,7830,1,0,0,3,7,1480,0,1952,0,122038,53.0003,-114.526,1450,7830,3,64,310000
3,2,1530,6000,2,0,0,4,7,1530,0,1991,0,122024,52.5787,-114.226,1360,6000,1,79,265000
4,3,2620,13777,2,0,2,4,9,1720,900,1926,0,122054,52.81,-114.475,3530,9287,2,72,978000
2,2,1650,6840,2,0,0,5,7,1650,0,1916,0,122028,52.8812,-114.528,1700,4560,1,71,705000
2,1,970,8185,1,0,0,5,6,970,0,1904,0,122067,52.6325,-114.391,1500,12541,1,72,204995
3,2,1340,13560,1,0,0,3,7,1340,0,1968,0,122058,52.971,-114.424,1540,15000,3,70,309500
3,3,2330,4284,2,0,0,3,9,1920,410,2004,0,122059,52.7847,-114.498,2330,3709,2,51,453000
4,2,2390,7350,2,0,0,3,8,2390,0,1990,0,122018,52.5238,-114.538,2390,7350,1,74,319000
3,2,1840,6000,1,0,0,4,6,1840,0,1908,1944,122016,52.7808,-114.582,2010,6000,3,52,521000
4,2,2990,9643,2,0,0,3,9,2990,0,2003,0,122019,52.8592,-114.214,2990,8666,2,74,772000
3,2,2010,6857,1,0,0,4,9,1450,560,1955,0,122013,52.8702,-114.504,2380,6370,2,63,960000
4,2,2380,4876,2,0,0,4,9,2240,140,1948,0,122007,52.9122,-114.59,1780,4559,2,61,875000
5,4,3830,8131,2,0,0,3,10,3830,0,2005,0,122020,52.8137,-114.161,3570,7290,3,65,852500
3,2,2340,10495,1,0,0,4,8,2340,0,1967,0,122057,52.7686,-114.416,3120,11068,1,79,780000
3,2,2760,11287,2,0,3,3,10,2000,760,1991,0,122058,52.969,-114.454,2760,13719,2,79,830000
4,2,2700,6515,2,0,0,3,9,2700,0,1998,0,122046,52.6656,-114.3,2900,6710,2,79,426500
4,2,3230,21781,2,0,0,3,9,3230,0,1993,0,122045,52.8618,-114.2,3230,21780,3,72,785000
4,2,1650,5000,1,0,0,3,7,1650,0,1955,0,122007,52.9081,-114.564,1690,2276,3,53,575000
3,3,3290,80471,2,0,2,4,8,2330,960,1975,0,122069,52.734,-114.654,1830,30494,2,61,562000
4,2,1320,4800,1,0,0,4,7,870,450,1930,0,122034,52.7834,-114.555,940,4800,3,64,399700
4,3,3680,5854,1,0,3,3,10,2060,1620,1967,0,122032,52.8627,-114.585,3140,5000,2,67,980000
3,3,3920,13085,2,1,4,4,11,3920,0,1996,0,122057,52.8016,-114.394,3450,13287,1,58,3100000
3,2,1820,32666,1,0,0,4,7,1820,0,1966,0,122068,52.4103,-114.164,2050,43560,1,76,265000
3,2,2300,18540,1,0,0,3,8,1800,500,1961,0,122050,53.0067,-114.559,2460,18540,3,68,579000
3,2,1580,5000,1,0,0,3,8,1290,290,1939,0,122007,52.917,-114.576,1570,4500,3,52,430000
3,2,1800,5001,2,0,0,3,7,1800,0,1996,0,122033,52.9426,-114.421,2106,5618,1,54,515000
2,2,1640,3090,1,0,0,4,7,910,730,1925,0,122006,52.909,-114.509,1510,4120,2,70,516000
4,2,2290,7089,1,1,4,3,7,1490,800,1948,0,122063,52.7414,-114.435,2290,9379,1,71,840500
3,2,1390,13860,2,0,0,3,7,1390,0,1979,0,122025,52.7004,-113.937,1390,11860,1,55,345000
3,1,1070,10563,1,0,0,3,7,1070,0,1969,0,122021,52.9987,-114.356,1840,9638,3,56,330000
3,2,1690,4102,2,0,0,3,7,1690,0,2003,0,122024,52.5852,-114.205,1830,4733,2,79,295000
3,2,1340,2720,2,0,0,3,7,1340,0,1913,0,122028,52.8818,-114.525,2030,4590,3,51,650000
3,2,2040,3960,2,0,2,5,8,2040,0,1928,0,122028,52.8958,-114.545,1540,3400,3,51,857500
4,2,2030,9600,2,0,0,3,6,1430,600,1947,0,122070,52.6759,-114.462,1820,14600,2,65,253779
4,2,2420,9147,2,0,0,3,10,2420,0,1998,0,122040,52.5521,-114.512,1400,7200,1,54,389000
4,3,3190,19513,2,0,4,4,10,3190,0,1982,0,122033,52.9291,-114.425,2750,13496,3,77,2130000
4,2,3300,8365,3,0,0,3,9,3300,0,2014,0,122064,52.7663,-114.567,1290,8369,3,52,760000
3,2,1780,1750,1,0,2,3,8,1400,380,1927,2014,122028,52.9097,-114.547,1780,3750,3,78,760000
3,2,2150,8221,2,0,0,3,8,2150,0,1992,0,122015,52.7385,-114.34,2490,7951,3,69,470000
5,2,4470,35124,2,0,0,3,11,4470,0,1984,0,122021,52.9677,-114.274,4050,34118,3,51,831500
3,2,2217,8019,2,0,0,3,7,2217,0,2009,0,122039,52.5076,-114.441,1470,8037,2,71,275000
4,2,2140,7350,2,0,0,3,8,2140,0,1985,0,122046,52.6783,-114.314,2120,8395,1,66,365000
4,6,6550,217374,1,0,0,3,11,5400,1150,2006,0,122046,52.6602,-114.285,4110,50378,2,67,1500000
4,4,3440,3800,3,0,0,3,9,3440,0,2014,0,122047,52.8708,-114.497,1760,3800,2,68,1290000
1,1,810,2451,1,0,0,5,7,810,0,1941,0,122064,52.7488,-114.566,980,1198,1,55,235000
4,3,2110,13260,1,0,0,4,7,1290,820,1979,0,122046,52.6813,-114.35,1980,11016,2,55,320000
3,2,1810,29308,1,0,0,3,7,950,860,1983,0,122035,52.5885,-114.257,1790,37531,1,50,261000
4,2,2780,4688,2,0,0,3,9,2780,0,2003,0,122015,52.7525,-114.346,3000,6029,3,63,690000
3,2,3310,21096,2,0,2,3,9,3310,0,2004,0,122018,52.5349,-114.576,3310,13835,3,67,419000
4,4,3060,4777,2,0,0,3,9,3060,0,2007,0,122011,52.785,-114.19,3060,4935,2,53,740000
3,2,1370,7439,1,0,0,4,6,1370,0,1963,0,122042,52.6799,-114.379,2350,3370,1,66,168000
3,2,2520,6690,2,0,2,5,8,1700,820,1944,1990,122064,52.8005,-114.571,1990,5792,3,52,835000
4,3,2780,5000,2,0,0,5,7,1710,1070,1919,0,122009,52.8021,-114.571,1150,5000,2,54,675000
3,2,1870,9000,1,0,0,5,9,1870,0,1958,0,122050,52.9503,-114.551,2030,8160,3,59,595888
5,2,2450,9432,2,0,0,3,8,2450,0,1973,0,122046,52.6819,-114.32,2310,9100,1,52,359950
3,2,1610,6600,2,0,0,3,7,1610,0,1994,0,122040,52.5127,-114.492,1660,7689,1,57,250000
4,2,2820,6180,2,0,0,3,9,2050,770,2013,0,122051,52.7829,-114.471,1390,4635,1,51,735000
3,1,1040,6535,1,0,0,3,6,1040,0,1947,0,122056,52.7206,-114.496,1100,6535,2,62,225000
4,2,2470,77550,1,0,0,4,7,2470,0,1987,0,122020,52.8188,-114.201,2490,40894,1,65,635000
4,4,4000,9309,2,0,0,3,9,4000,0,2007,0,122008,52.7721,-114.078,3920,8048,2,65,688000
5,2,1220,13457,1,0,0,4,6,1090,130,1921,0,122004,52.8977,-114.511,1790,4200,1,65,469950
3,1,1250,7300,1,0,0,4,7,1250,0,1956,0,122029,52.8332,-114.315,1540,7400,3,56,385000
3,2,2630,5827,2,0,0,3,8,2630,0,2001,0,122045,52.918,-114.228,2330,4715,1,76,610000
3,2,2670,10338,2,0,0,3,9,2670,0,1987,0,122030,52.8899,-114.336,2670,8866,3,73,749000
4,2,2130,6003,2,0,0,3,8,2130,0,2003,0,122046,52.6818,-114.31,1940,4529,3,62,381000
3,1,1830,13900,1,0,0,3,7,1830,0,1951,0,122038,52.9954,-114.542,1840,10667,3,60,423000
4,2,2441,7316,2,0,0,3,8,2441,0,2007,0,122018,52.5537,-114.527,2724,7357,2,65,340000
3,2,1870,8442,2,0,0,5,7,1060,810,1927,0,122007,52.9264,-114.555,1640,6174,2,74,456000
4,2,1820,9161,1,0,0,4,7,1220,600,1975,0,122046,52.6633,-114.358,1860,7650,1,75,325000
3,2,2050,15020,1,0,2,3,9,1600,450,1960,0,122050,52.989,-114.561,2930,15050,1,79,760000
3,2,2370,6360,1,0,3,3,7,1280,1090,1954,0,122063,52.7339,-114.43,1990,6360,3,80,385000
2,2,2680,11214,1,0,0,3,9,2680,0,2006,0,122045,52.9378,-114.209,2305,6908,2,75,930000
2,2,1175,1366,2,0,0,3,8,740,435,2005,0,122028,52.9262,-114.532,1710,1255,1,79,342000
5,2,2540,6660,2,0,3,4,8,2340,200,1954,0,122016,52.7444,-114.583,2460,9000,3,69,1120000
4,2,1950,3000,2,0,0,3,7,1550,400,1998,0,122051,52.795,-114.471,1540,4300,3,73,497950
4,2,2520,8000,1,0,2,3,8,1680,840,1970,0,122018,52.5502,-114.573,2300,8000,1,70,415000
3,2,2020,6564,1,0,0,3,7,1310,710,1994,0,122035,52.5845,-114.348,1710,5151,2,64,253000
3,2,910,25500,1,0,0,3,5,910,0,1943,0,122070,52.6865,-114.466,1580,10019,1,65,255000
4,2,3720,30649,2,0,0,3,10,3720,0,1988,0,122045,52.8951,-114.246,3220,29434,3,79,899000
2,1,780,7200,1,0,0,2,6,780,0,1935,0,122051,52.7909,-114.469,1750,7200,2,64,315000
5,2,3361,6983,2,0,0,3,10,3361,0,2006,0,122023,52.5727,-114.359,3112,6920,2,75,511000
4,2,2650,9451,2,0,0,4,8,2650,0,1993,0,122035,52.5993,-114.319,2510,8850,1,74,397450
4,2,2520,2600,2,0,0,5,8,1670,850,1925,0,122003,52.8734,-114.548,2290,3600,2,55,1130000
5,2,1990,6840,2,0,0,4,7,1990,0,1974,0,122033,52.9462,-114.356,1990,7150,2,52,438000
3,2,1960,10385,1,0,0,3,8,1960,0,1988,0,122029,52.8036,-114.299,2800,12632,3,51,613000
2,1,1280,12086,1,0,0,3,7,850,430,1983,0,122019,52.864,-114.223,1280,10452,2,67,440000
5,2,2670,14455,2,0,0,5,9,2670,0,1958,0,122014,52.9865,-114.474,1810,14455,2,57,685000
4,2,2440,9727,2,0,0,3,9,2440,0,1987,0,122005,52.8913,-114.322,2370,11503,3,54,749500
4,4,5150,453895,2,0,3,3,11,4360,790,1997,0,122045,52.9095,-114.181,2500,215186,2,71,2140000
6,3,4710,11000,2,0,3,3,10,3690,1020,1931,0,122004,52.8922,-114.462,2950,5300,3,77,2180000
4,2,2960,4750,2,0,0,3,9,2960,0,2005,0,122011,52.7844,-114.183,2960,4750,2,69,785000
3,2,2830,56628,2,0,0,3,11,2830,0,2001,0,122017,52.9709,-114.388,2830,16430,3,77,1080000
4,2,2760,6440,2,0,0,3,10,2760,0,1999,0,122020,52.8136,-114.216,3070,8127,2,54,686000
3,2,2990,216057,2,0,0,3,9,2990,0,1994,0,122055,52.984,-114.132,2840,215622,1,58,500000
3,2,2640,7544,1,0,0,3,10,2640,0,1995,0,122048,52.8524,-114.385,2650,7904,1,52,1220000
3,2,1690,1468,2,0,0,3,8,1380,310,2008,0,122059,52.793,-114.487,1690,1936,3,71,380000
3,2,2710,47419,2,0,0,3,7,2170,540,1980,0,122045,52.8822,-114.156,2130,48144,1,53,442500
3,2,1820,13362,1,0,0,3,8,1220,600,1977,0,122020,52.8198,-114.242,2050,15000,3,53,480000
3,2,1810,5040,2,0,0,3,7,1810,0,1925,0,122028,52.9159,-114.529,1518,2945,2,71,550000
3,2,1646,9519,2,0,0,3,7,1646,0,1994,0,122024,52.5946,-114.226,1975,8889,3,61,305000
3,2,2200,21890,1,0,2,3,8,1200,1000,1961,0,122014,52.9884,-114.461,2600,15162,1,71,472000
4,2,3140,22100,1,0,0,4,8,1820,1320,1960,0,122018,52.549,-114.552,2700,25500,2,66,310000
3,2,1740,6988,1,0,0,3,7,1600,140,1950,0,122038,52.9511,-114.52,1650,7500,2,71,435000
4,2,2660,8469,2,0,0,3,10,2660,0,1994,0,122027,52.7829,-114.31,2920,10697,3,64,751305
4,1,1620,4080,2,0,0,3,7,1620,0,1923,0,122004,52.8996,-114.514,1760,4080,3,55,485000
3,1,1300,5782,1,0,0,4,6,1300,0,1959,0,122008,52.754,-114.011,1020,7200,2,74,281000
2,2,1760,4600,1,0,0,4,7,850,910,1926,0,122064,52.7954,-114.562,1150,4800,2,68,355000
3,2,1720,5000,1,0,0,3,9,1720,0,1954,2014,122044,52.8457,-114.48,2120,4188,3,78,770000
5,4,3900,4400,2,0,0,3,9,2650,1250,2014,0,122026,52.8907,-114.552,1190,4400,1,50,1200000
4,2,2270,5102,1,0,0,5,8,1340,930,1954,0,122032,52.8828,-114.598,1800,5102,3,71,735000
4,2,2790,10289,2,0,0,3,9,2790,0,1987,0,122027,52.7783,-114.348,2650,10126,3,52,982000
3,2,2350,7641,1,0,0,3,7,1510,840,1978,0,122033,52.9607,-114.409,2190,7500,1,58,440000
3,2,2550,7200,2,0,2,3,10,2550,0,1981,2013,122054,52.8296,-114.478,2030,3500,2,77,1400000
3,2,1820,11012,2,0,0,3,8,1820,0,1988,0,122019,52.8658,-114.216,1860,7767,3,70,505000
5,2,2640,4400,2,0,0,5,7,1840,800,1925,0,122044,52.835,-114.49,1720,4400,1,58,593000
3,1,900,2550,1,0,0,4,6,900,0,1978,0,122018,52.5336,-114.553,1120,2550,3,60,133400
3,2,2110,3870,2,0,0,3,9,2110,0,2004,0,122011,52.7813,-114.184,2300,3870,1,55,590000
3,2,2240,6050,1,0,0,4,8,1250,990,1950,0,122009,52.7958,-114.59,1720,6050,2,61,625000
2,1,1180,10200,1,0,0,4,7,1180,0,1955,0,122060,52.6658,-114.526,1330,10200,2,50,244000
3,2,2100,3000,2,0,0,3,7,2100,0,1996,0,122054,52.825,-114.496,1650,4500,2,62,495000
5,4,4890,12039,2,0,0,3,9,3590,1300,2014,0,122017,52.9638,-114.398,4590,10079,2,65,865950
3,2,1980,2674,3,0,0,3,8,1980,0,2007,0,122016,52.7824,-114.572,1440,2674,3,52,435000
4,2,1850,9136,2,0,0,3,8,1850,0,1997,0,122015,52.7243,-114.347,1930,7873,1,76,405000
5,4,4010,8510,2,0,1,5,9,2850,1160,1971,0,122004,52.8878,-114.476,2610,6128,1,50,1400000
4,2,2430,7490,2,0,0,3,8,2430,0,1983,0,122046,52.6706,-114.329,2070,7469,2,59,330000
3,2,1260,6223,1,0,0,3,7,820,440,1983,0,122035,52.5874,-114.348,1260,6553,3,56,210000
3,2,1850,4600,2,0,0,3,7,1850,0,2005,0,122046,52.6961,-114.335,2160,4751,2,78,299000
3,2,1370,1911,2,0,0,3,9,1370,0,1907,2011,122061,52.8675,-114.544,1630,2090,2,52,797000
4,2,3340,8000,2,0,0,4,8,3340,0,1973,0,122018,52.547,-114.575,2230,8000,3,70,311000
3,2,1650,11256,1,0,0,4,7,1250,400,1957,0,122056,52.7007,-114.45,1860,11256,1,78,294000
5,2,2190,8316,1,0,0,3,7,1390,800,1961,0,122059,52.7788,-114.488,2010,8316,3,54,437000
2,1,1370,5922,1,0,2,3,8,1130,240,1941,0,122032,52.8773,-114.596,2460,6759,3,64,703011
4,2,2320,14240,1,0,0,4,9,1620,700,1974,0,122029,52.8569,-114.28,2810,13200,2,67,824000
4,3,4400,262666,2,0,0,3,11,4400,0,1988,0,122020,52.8227,-114.254,3240,9791,1,71,1150000
2,1,810,9882,1,0,0,3,6,810,0,1944,0,122063,52.7225,-114.429,950,7200,2,80,170000
4,2,1720,6975,1,0,0,3,8,1420,300,1975,0,122005,52.8806,-114.311,2210,7875,2,56,580000
3,2,2010,12950,1,0,0,3,8,2010,0,1953,0,122033,52.9522,-114.419,1490,10181,1,69,310000
4,3,3080,7242,2,0,0,3,9,3080,0,2014,0,122010,52.9248,-114.368,3010,7205,2,59,889950
3,2,2750,16000,2,0,0,4,9,2560,190,1981,0,122010,52.923,-114.377,2370,11279,2,54,739000
